Date,HAPP artefact number,Flake Type,Mass (g),Max Length (mm),Block Length (mm),Perc Lenth (mm),Prox Width (mm),Med Width (mm),Dist Width (mm),Prox Thickness (mm),Med Thickness (mm),Distalness of Max W (mm),Dist Thickness (mm),Distalness of Max Th (mm),Plat Width (mm),Plat Thickness (mm),Int Plat Angle,Ext Plat Angle,Plat surface,Overhang removal,Initiation,Bulb of percussion,Erailure scar,Termination,Raw Material,Dorsal Cortex (%),Platform Cortex (%),Dorsal Scars,Parallel Scars,Dorsal Terminations,Aberrant Terminations,Rotations,Cortex Location,Plat Preparation,Non-plat Cortex (%),Longest Face (mm),FS1 Length (mm),FS1 Prox Wid (mm),FS1 Med Wid (mm),FS1 Dist Wid (mm),FS1 Plat Angle,FS1 Termination,FS2 Length (mm),FS2 Prox Wid (mm),FS2 Med Wid (mm),FS2 Dist Wid (mm),FS2 Plat Angle,FS2 Termination,FS3 Length (mm),FS3 Prox Wid (mm),FS3 Med  Wid (mm),FS3 Dist Wid (mm),FS3 Plat Angle,FS3 Termination,FS4 Length (mm),FS4 Prox Wid (mm),FS4 Med Wid (mm),FS4 Dist Wid (mm),FS4 Plat Angle,FS4 Termination,FS5 Length (mm),FS5 Prox Wid (mm),FS5 Med Wid (mm),FS5 Dist Wid (mm),FS5 Plat Angle,FS5 Termination,Square,HAPP Bag,Artefact Class,S1 invas,S1 angle,S2 invas,S2 angle,S3 invas,S3 angle,S4 invas,S4 angle,S5 invas,S5 angle,S6 invas,S6 angle,S7 invas,S7 angle,S8 invas,S9 invas,S9 angle,S10 invas,S10 angle,S12 invas,S12 angle,S14 invas,S14 angle,S16 invas,S16 angle,S15 invas,S15 angle,S13 invas,S13 angle,S11 invas,S11 angle,S8 angle,S1 depth,S2 depth,S3 depth,S4 depth,S5 depth,S6 depth,S7 depth,S8 depth,S9 depth,S10 depth,S11 depth,S12 depth,S13 depth,S14 depth,S15 depth,S16 depth,Retouch1 L (mm),Retouch2 L (mm),Retouch3 L (mm),Total perimeter (mm),R6 depth of retouch (mm),R3 retouch baseline (mm),Scars,Terminations,Recent Damage?,Non-conchoidal fracture planes,HAPP artefact number,comments...,S1 T1,S1 T2,S2 T1,S2 T2,S4 T1,S4 T2,S6 T1,S6 T2,S8 T1,S8 T2,S7 T1,S7 T2,S5 T1,S5 T2,S3 T1,S3 T2,S9 T1,S9 T2,S10 T1,S10 T2,S12 T1,S12 T2,S14 T1,S14 T2,S16 T1,S16 T2,S15 T1,S15 T2,S13 T1,S13 T2,S11 T1,S11 T2,Core geometry,II,GIUR A,RPI,RCI,Auto_Every_2_of_Excavation Unit,Auto_Every_3_of_Excavation Unit,Auto_Every_2_of_Excavation Un_2,Auto_Every_3_of_Excavation Un_2
11/22/05,A27,Complete,1.51,19.39,15.66,15.66,15.5,20.17,25.02,3.56,3.73,12.95,2.47,,14.04,3.37,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A28,Complete,1.69,20.55,20.55,20.27,9.33,15.01,12.68,4.53,4.09,15.59,4.32,,9.11,3.37,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A29,Complete,3.73,21.35,19.37,19.37,25.92,23.18,14.01,5.28,5.56,4.86,2.46,,26.7,4.75,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,4,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A30,Complete,0.96,13.7,13.7,13.7,14.01,18.57,12.27,3.66,2.23,6.32,1.08,,18.06,3.29,60,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A31,Complete,1.15,17.65,11.07,11.07,19.61,10.74,7.63,4.4,1.57,7.21,1.44,,19.03,3.61,70,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,0,1,0,1,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A32,Complete,1.45,13.75,13.73,13.73,23.01,21.63,10.29,4.2,3.17,4.58,0.8,,22.5,5.86,60,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A33,Complete,2.53,19.33,19.33,19.33,18.43,15.13,8.31,7.07,6.73,6.69,2.5,,16.27,5.38,70,110,Cortical,Absent,Bending,Absent,Absent,Feather,Quartzite,0,100,3,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,70,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A34,Complete,3.5,24.03,24.03,24.03,20.93,16.59,11.38,6.82,6.99,4.13,5.66,,14.78,4.87,70,100,Cortical,Absent,Bending,Absent,Absent,Feather,Quartzite,10,100,3,1,1,1,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,70,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A36,Complete,5.03,22.88,22.88,22.88,16.4,24.24,14.1,7.06,9.74,10.85,3.57,,19.43,9.65,70,120,Cortical,Absent,Bending,Absent,Absent,Feather,Quartzite,50,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A39,Complete,2.49,23.76,23.75,23.75,15.99,21.37,16.01,2.79,3.2,12.53,1.32,,14.22,2.73,80,100,Cortical,Present,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A40,Trans Prox,0.67,14.21,9.92,9.91,10.86,15.75,16.39,3.17,3.38,7.61,2.93,,8.45,2.96,100,80,Cortical,Present,Herztian,Diffuse,Absent,Step,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A41,Complete,0.49,13.91,13.91,13.91,9.54,8.43,7.26,3.51,3.03,5.69,1.52,,6.78,2.31,60,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,3,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,A42,Complete,0.48,11.94,11.94,11.94,15.48,15.69,11.75,2.25,2,5.87,1.16,,10.84,1.96,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,A42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,Send,,871.7,,,44.63,108.43,117.52,114.71,73.38,93.77,15.17,90.97,,97.17,81.3,,,,,,,,,Quartzite,,100,,1,,5,1,,OHR,70,44.63,24.22,9.78,35.39,29.04,90,Feather,10.88,13.15,27.99,15.85,90,Step,14.03,14.4,11.48,8.87,90,Step,26.15,15.63,12.39,6.6,100,Feather,12.3,7.46,28.63,15.95,80,Feather,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,400,,,10,10,No,Absent,Send,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columnar,0,0,0.425,0,,,,
11/22/05,S1,Complete,16.53,32.82,26.99,26.98,48.78,46.43,29.58,10.47,8,8.68,3.46,,51.79,9.64,80,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S2,Complete,12.68,27.12,27.12,27.12,43.57,40.05,29.39,10.51,7.38,10.7,3.23,,35.7,10.2,70,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,90,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
10/20/05,S3,Long R,8.83,28.1,23.94,23.94,24.02,32.48,21.87,9.39,8.93,7.79,3.36,,25.5,9.2,80,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,90,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S4,Complete,2.07,19.38,19.38,19.38,15.44,14.16,12.52,7.17,4.23,5.39,1.63,,17.5,7.85,70,100,Cortical,Absent,Bending,Absent,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S5,Complete,5.36,26.15,21.46,21.45,19.11,38.3,18.11,5.33,5.44,13.12,3.05,,17.08,4.71,60,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,80,100,2,1,2,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S6,Complete,30.08,45.39,33.7,33.7,49.97,42.21,40.28,11.61,9.82,16.32,3.69,,40.19,9.85,90,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,60,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S8,Long R,2.15,19.45,19.45,19.45,25.22,18.64,11.56,5.2,3.45,3.65,0.7,,25.66,6.3,90,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S9,Complete,4.13,21.89,21.89,21.89,32.18,24.67,13.09,5.79,3.66,4.45,2.22,,34.07,6.09,80,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S10,Long R,0.69,20.2,20.02,20.02,10.38,6.71,4.1,3.7,2.72,3.26,0.87,,10.54,3.75,70,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S11,Complete,1.07,22.33,22.32,22.32,17.2,10.63,5.93,3.92,3.53,3.01,2.79,,17.97,3.94,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S12,Complete,8.62,37.61,27.79,27.71,41.09,53.66,28.38,5.35,4.53,15.2,2.42,,34.1,5.69,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S14,Complete,2.26,17.05,17.05,14.95,29.16,20.41,13.89,4.61,3.39,4.93,0.89,,31.02,4.78,80,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S15,Complete,1.1,17.73,16.5,16.5,17.79,19.62,11.85,3.66,2.93,8.62,1.93,,15.31,3.69,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S17,Complete,0.93,15.32,14.94,15,13.46,15.12,9.75,4.13,3.79,4.01,2.81,,11.98,4.12,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S18,Complete,1.96,15.88,15.84,15.91,20.78,21.61,20.14,4.84,3.47,12.45,1.16,,19.8,4.47,90,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S19,Complete,1.17,18.78,18.78,18.74,10.43,10.52,9.66,5.17,4.09,12.46,1.87,,10.82,5.2,70,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,3,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S20,Complete,1.52,15.48,15.44,15.44,17.58,20.64,15.86,4.83,2.19,7.08,1.44,,18.11,5.21,60,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S21,Complete,1.31,12.89,11.4,11.4,15.32,20.35,19.89,4.66,4.03,6.73,1.52,,15.01,4.21,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S22,Complete,3.43,19.04,19.03,19.01,25.3,25.97,15.76,5.61,5.49,7.03,3.46,,23.92,5.34,90,90,Cortical,Present,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,3,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S23,Complete,1.41,22.25,22.23,22.22,13.05,15.37,16.83,3,2.57,15.05,2.34,,12.47,2.14,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,10,100,4,1,1,1,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S24,Complete,3.13,30.58,30.57,30.57,20.43,19.84,13.67,3.82,4.89,17.2,1.75,,19.45,2.66,80,100,Cortical,Present,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,3,1,2,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S25A,Complete,2.37,23.99,23.98,23.92,20.07,21.51,12.31,3.97,4.03,8.3,1.52,,15.4,2.29,90,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,10,100,3,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S25A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S25B,Complete,0.85,21.17,20.73,20.42,10.79,11.73,8.95,3.1,2.23,13.97,1.23,,9.99,2.57,90,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S25B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S26,Complete,1.44,16.63,16.57,16.57,11.01,14.2,15.97,5,3.93,12.67,2.53,,10.51,5.27,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S27,Complete,0.91,19.08,17.78,17.78,11.87,10.78,10.01,3.05,2.98,16.97,0.91,,10.44,2.48,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S28,Complete,3.07,25.29,25.29,25.29,12.29,17.51,20.27,4.57,6.57,18.05,3.65,,8.59,3.97,90,90,Cortical,Present,Herztian,Diffuse,Absent,Feather,Quartzite,10,100,3,1,3,1,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S29,Complete,1.07,14.04,13.32,13.32,20.72,14.06,9.11,3.65,2.5,2.86,0.35,,21.78,3.42,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S30,Complete,0.6,13.44,13.44,13.43,14.16,11.96,8.6,2.61,2.56,4.04,0.97,,14.37,1.72,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S31,Complete,1.43,23.55,23.53,23.4,21.71,13.77,11.27,3.17,3.04,2.81,2.02,,21.38,2.7,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,2,2,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S32,Complete,3.7,27.98,27.98,27.98,14.11,21.16,20.61,4,5.32,24.47,3.85,,10.86,3.55,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,10,100,3,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S33,Complete,1.45,19.99,11.57,11.57,29.43,27.45,17.59,3.46,2.94,4.78,1.97,,24.89,3.31,90,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/22/05,S34,Trans Prox,0.83,12.24,11.7,11.7,12.84,17.18,19.91,2.54,2.26,9.69,1.49,,12.83,1.54,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Step,Quartzite,0,100,3,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,S34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
